datetime,open,high,low,close,volume
2024-07-03 04:00:00-04:00,548.71,548.79,548.71,548.79,1436.0
2024-07-03 04:03:00-04:00,548.68,548.68,548.68,548.68,1009.0
2024-07-03 04:04:00-04:00,548.68,548.68,548.68,548.68,578.0
2024-07-03 04:05:00-04:00,548.66,548.66,548.66,548.66,307.0
2024-07-03 04:07:00-04:00,548.68,548.79,548.68,548.79,776.0
2024-07-03 04:12:00-04:00,548.79,548.8,548.79,548.8,669.0
2024-07-03 04:14:00-04:00,548.83,548.83,548.83,548.83,254.0
2024-07-03 04:17:00-04:00,548.8,548.8,548.8,548.8,843.0
2024-07-03 04:23:00-04:00,548.97,548.97,548.97,548.97,497.0
2024-07-03 04:24:00-04:00,548.97,548.97,548.97,548.97,101.0
2024-07-03 04:28:00-04:00,548.86,548.86,548.86,548.86,364.0
2024-07-03 04:30:00-04:00,548.9,548.9,548.9,548.9,246.0
2024-07-03 04:32:00-04:00,548.92,548.92,548.92,548.92,150.0
2024-07-03 04:33:00-04:00,548.93,548.93,548.93,548.93,115.0
2024-07-03 04:35:00-04:00,549.0,549.0,549.0,549.0,358.0
2024-07-03 04:38:00-04:00,549.0,549.0,549.0,549.0,202.0
2024-07-03 04:40:00-04:00,549.11,549.16,549.1,549.16,1192.0
2024-07-03 04:41:00-04:00,549.16,549.21,549.16,549.21,441.0
2024-07-03 04:43:00-04:00,549.21,549.27,549.21,549.27,247.0
2024-07-03 04:44:00-04:00,549.29,549.29,549.29,549.29,352.0
2024-07-03 04:45:00-04:00,549.37,549.37,549.37,549.37,2029.0
2024-07-03 04:46:00-04:00,549.35,549.35,549.35,549.35,278.0
2024-07-03 04:48:00-04:00,549.39,549.39,549.39,549.39,1062.0
2024-07-03 04:50:00-04:00,549.41,549.41,549.41,549.41,171.0
2024-07-03 04:51:00-04:00,549.35,549.35,549.35,549.35,144.0
2024-07-03 04:53:00-04:00,549.33,549.33,549.33,549.33,391.0
2024-07-03 04:54:00-04:00,549.26,549.26,549.26,549.26,500.0
2024-07-03 04:56:00-04:00,549.29,549.29,549.29,549.29,218.0
2024-07-03 04:57:00-04:00,549.29,549.29,549.29,549.29,501.0
2024-07-03 05:00:00-04:00,549.19,549.19,549.19,549.19,880.0
2024-07-03 05:03:00-04:00,549.2,549.2,549.2,549.2,123.0
2024-07-03 05:05:00-04:00,549.18,549.18,549.18,549.18,218.0
2024-07-03 05:13:00-04:00,549.16,549.16,549.16,549.16,155.0
2024-07-03 05:14:00-04:00,549.14,549.14,549.14,549.14,697.0
2024-07-03 05:19:00-04:00,549.18,549.18,549.18,549.18,283.0
2024-07-03 05:20:00-04:00,549.23,549.24,549.23,549.24,383.0
2024-07-03 05:29:00-04:00,549.19,549.19,549.19,549.19,1005.0
2024-07-03 05:40:00-04:00,549.25,549.25,549.25,549.25,508.0
2024-07-03 05:41:00-04:00,549.26,549.26,549.26,549.26,264.0
2024-07-03 05:44:00-04:00,549.2,549.2,549.2,549.2,207.0
2024-07-03 05:47:00-04:00,549.32,549.32,549.3,549.3,305.0
2024-07-03 05:50:00-04:00,549.25,549.25,549.25,549.25,100.0
2024-07-03 05:55:00-04:00,549.16,549.16,549.15,549.15,5061.0
2024-07-03 05:57:00-04:00,549.22,549.22,549.22,549.22,102.0
2024-07-03 05:59:00-04:00,549.26,549.26,549.26,549.26,1042.0
2024-07-03 06:00:00-04:00,549.23,549.23,549.22,549.22,714.0
2024-07-03 06:01:00-04:00,549.22,549.22,549.22,549.22,537.0
