datetime,open,high,low,close,volume
2024-08-09 04:00:00-04:00,531.69,531.75,531.6,531.74,4402.0
2024-08-09 04:01:00-04:00,531.81,531.96,531.6,531.6,3971.0
2024-08-09 04:02:00-04:00,531.57,531.57,531.57,531.57,720.0
2024-08-09 04:03:00-04:00,531.56,531.56,531.55,531.56,976.0
2024-08-09 04:04:00-04:00,531.62,531.75,531.62,531.75,527.0
2024-08-09 04:05:00-04:00,531.81,531.81,531.63,531.63,772.0
2024-08-09 04:07:00-04:00,531.65,531.65,531.65,531.65,220.0
2024-08-09 04:08:00-04:00,531.62,531.62,531.62,531.62,589.0
2024-08-09 04:10:00-04:00,531.57,531.68,531.57,531.68,619.0
2024-08-09 04:13:00-04:00,531.9,531.9,531.9,531.9,520.0
2024-08-09 04:14:00-04:00,531.72,531.72,531.61,531.61,1050.0
2024-08-09 04:15:00-04:00,531.6,531.65,531.56,531.56,5273.0
2024-08-09 04:16:00-04:00,531.53,531.53,531.53,531.53,246.0
2024-08-09 04:20:00-04:00,531.42,531.42,531.42,531.42,1314.0
2024-08-09 04:21:00-04:00,531.46,531.46,531.36,531.36,978.0
2024-08-09 04:22:00-04:00,531.43,531.47,531.43,531.47,449.0
2024-08-09 04:23:00-04:00,531.54,531.54,531.54,531.54,301.0
2024-08-09 04:24:00-04:00,531.6,531.6,531.6,531.6,232.0
2024-08-09 04:25:00-04:00,531.6,531.6,531.6,531.6,261.0
2024-08-09 04:28:00-04:00,531.76,531.76,531.76,531.76,231.0
2024-08-09 04:29:00-04:00,531.85,531.9,531.85,531.9,759.0
2024-08-09 04:30:00-04:00,531.79,531.86,531.79,531.86,581.0
2024-08-09 04:31:00-04:00,532.0,532.25,532.0,532.25,1177.0
2024-08-09 04:32:00-04:00,532.31,532.62,532.3,532.62,10503.0
2024-08-09 04:33:00-04:00,532.5,532.5,532.26,532.26,11103.0
2024-08-09 04:34:00-04:00,532.49,532.72,532.34,532.72,3160.0
2024-08-09 04:35:00-04:00,532.82,532.92,532.75,532.92,1613.0
2024-08-09 04:36:00-04:00,532.73,532.75,532.66,532.66,609.0
2024-08-09 04:37:00-04:00,532.73,532.85,532.73,532.81,3009.0
2024-08-09 04:39:00-04:00,532.95,533.02,532.95,533.02,824.0
2024-08-09 04:42:00-04:00,532.99,532.99,532.99,532.99,431.0
2024-08-09 04:43:00-04:00,532.97,533.02,532.97,533.02,688.0
2024-08-09 04:45:00-04:00,533.06,533.06,533.06,533.06,2117.0
2024-08-09 04:46:00-04:00,532.85,532.85,532.85,532.85,1022.0
2024-08-09 04:47:00-04:00,532.845,532.93,532.845,532.9,863.0
2024-08-09 04:48:00-04:00,532.93,532.93,532.93,532.93,223.0
2024-08-09 04:49:00-04:00,532.82,532.93,532.82,532.93,425.0
2024-08-09 04:51:00-04:00,533.04,533.04,533.04,533.04,257.0
2024-08-09 04:52:00-04:00,533.13,533.14,533.13,533.14,702.0
2024-08-09 04:56:00-04:00,533.1,533.1,533.1,533.1,533.0
2024-08-09 04:59:00-04:00,532.94,532.94,532.94,532.94,223.0
2024-08-09 05:00:00-04:00,533.0,533.0,533.0,533.0,385.0
2024-08-09 05:05:00-04:00,532.94,532.94,532.94,532.94,304.0
2024-08-09 05:08:00-04:00,532.95,532.95,532.95,532.95,600.0
2024-08-09 05:09:00-04:00,532.87,532.87,532.87,532.87,195.0
2024-08-09 05:10:00-04:00,532.92,532.92,532.91,532.91,1580.0
2024-08-09 05:11:00-04:00,533.07,533.07,533.07,533.07,434.0
2024-08-09 05:13:00-04:00,532.77,532.82,532.71,532.82,2754.0
2024-08-09 05:15:00-04:00,532.71,532.83,532.71,532.83,210.0
2024-08-09 05:16:00-04:00,532.76,532.98,532.76,532.98,612.0
2024-08-09 05:17:00-04:00,533.03,533.03,533.03,533.03,417.0
2024-08-09 05:20:00-04:00,533.02,533.02,533.02,533.02,356.0
2024-08-09 05:22:00-04:00,532.89,532.89,532.89,532.89,117.0
2024-08-09 05:26:00-04:00,532.94,532.94,532.94,532.94,153.0
2024-08-09 05:29:00-04:00,532.9,532.9,532.74,532.74,1135.0
2024-08-09 05:31:00-04:00,532.81,532.81,532.81,532.81,121.0
2024-08-09 05:33:00-04:00,532.72,532.72,532.72,532.72,766.0
2024-08-09 05:35:00-04:00,532.72,532.72,532.72,532.72,1069.0
2024-08-09 05:36:00-04:00,532.72,532.72,532.72,532.72,108.0
2024-08-09 05:39:00-04:00,532.74,532.74,532.74,532.74,2014.0
2024-08-09 05:41:00-04:00,532.6,532.6,532.54,532.55,5252.0
2024-08-09 05:44:00-04:00,532.58,532.58,532.58,532.58,295.0
2024-08-09 05:46:00-04:00,532.59,532.59,532.59,532.59,290.0
2024-08-09 05:47:00-04:00,532.11,532.11,532.11,532.11,434.0
2024-08-09 05:49:00-04:00,532.0,532.0,532.0,532.0,208.0
2024-08-09 05:55:00-04:00,532.75,532.75,532.75,532.75,746.0
2024-08-09 05:57:00-04:00,532.56,532.56,532.56,532.56,184.0
2024-08-09 05:59:00-04:00,532.54,532.54,532.54,532.54,525.0
2024-08-09 06:02:00-04:00,532.22,532.22,532.22,532.22,247.0
2024-08-09 06:03:00-04:00,532.0,532.0,532.0,532.0,354.0
2024-08-09 06:05:00-04:00,532.08,532.08,532.08,532.08,261.0
2024-08-09 06:08:00-04:00,531.75,531.75,531.48,531.58,1218.0
2024-08-09 06:09:00-04:00,531.62,531.62,531.62,531.62,871.0
2024-08-09 06:10:00-04:00,531.57,531.57,531.57,531.57,532.0
2024-08-09 06:11:00-04:00,531.51,531.75,531.51,531.68,560.0
2024-08-09 06:14:00-04:00,531.82,531.82,531.82,531.82,558.0
2024-08-09 06:16:00-04:00,531.67,531.67,531.67,531.67,561.0
2024-08-09 06:18:00-04:00,531.61,531.61,531.61,531.61,602.0
2024-08-09 06:20:00-04:00,531.39,531.39,531.39,531.39,528.0
2024-08-09 06:21:00-04:00,531.37,531.53,531.37,531.53,646.0
2024-08-09 06:23:00-04:00,531.73,531.73,531.73,531.73,164.0
2024-08-09 06:24:00-04:00,531.71,531.76,531.71,531.76,2382.0
2024-08-09 06:25:00-04:00,531.73,531.73,531.73,531.73,779.0
2024-08-09 06:26:00-04:00,531.67,531.67,531.67,531.67,716.0
2024-08-09 06:27:00-04:00,531.78,531.78,531.78,531.78,328.0
2024-08-09 06:28:00-04:00,531.85,531.93,531.85,531.93,438.0
2024-08-09 06:29:00-04:00,531.98,531.98,531.98,531.98,137.0
2024-08-09 06:30:00-04:00,531.85,531.85,531.85,531.85,151.0
2024-08-09 06:33:00-04:00,531.98,532.0,531.98,532.0,1055.0
2024-08-09 06:34:00-04:00,531.83,531.85,531.83,531.85,275.0
2024-08-09 06:36:00-04:00,531.75,531.75,531.75,531.75,193.0
2024-08-09 06:37:00-04:00,531.68,531.68,531.68,531.68,134.0
2024-08-09 06:38:00-04:00,531.75,531.75,531.75,531.75,151.0
2024-08-09 06:41:00-04:00,531.61,531.61,531.61,531.61,143.0
2024-08-09 06:42:00-04:00,531.42,531.42,531.42,531.42,279.0
2024-08-09 06:44:00-04:00,531.44,531.44,531.44,531.44,300.0
2024-08-09 06:45:00-04:00,531.5,531.5,531.5,531.5,224.0
2024-08-09 06:47:00-04:00,531.4,531.4,531.4,531.4,327.0
2024-08-09 06:48:00-04:00,531.4,531.4,531.36,531.4,1144.0
2024-08-09 06:50:00-04:00,531.5,531.5,531.5,531.5,566.0
2024-08-09 06:52:00-04:00,531.53,531.53,531.53,531.53,254.0
2024-08-09 06:53:00-04:00,531.57,531.6,531.54,531.58,16179.0
2024-08-09 06:54:00-04:00,531.7,531.71,531.66,531.66,644.0
2024-08-09 06:55:00-04:00,531.66,531.66,531.6,531.64,11762.0
2024-08-09 06:56:00-04:00,531.57,531.57,531.46,531.46,13363.0
2024-08-09 06:57:00-04:00,531.56,531.57,531.56,531.57,2875.0
2024-08-09 06:58:00-04:00,531.45,531.45,531.37,531.43,6719.0
2024-08-09 06:59:00-04:00,531.55,531.55,531.49,531.49,4369.0
2024-08-09 07:00:00-04:00,531.57,531.83,531.57,531.8,2566.0
2024-08-09 07:01:00-04:00,531.85,531.85,531.7,531.75,4549.0
2024-08-09 07:02:00-04:00,531.71,531.95,531.71,531.95,3491.0
2024-08-09 07:03:00-04:00,531.88,531.9,531.5,531.9,84317.0
2024-08-09 07:04:00-04:00,532.0,532.0,531.96,531.96,5138.0
2024-08-09 07:05:00-04:00,531.99,532.03,531.99,532.03,2009.0
2024-08-09 07:06:00-04:00,532.12,532.12,532.0,532.0,1547.0
2024-08-09 07:07:00-04:00,532.05,532.05,531.97,531.97,927.0
2024-08-09 07:08:00-04:00,531.9,531.9,531.85,531.88,1282.0
2024-08-09 07:10:00-04:00,532.05,532.07,532.0,532.0,6085.0
2024-08-09 07:11:00-04:00,532.02,532.07,532.02,532.07,556.0
2024-08-09 07:12:00-04:00,532.09,532.19,532.09,532.14,3033.0
2024-08-09 07:14:00-04:00,531.96,532.05,531.96,532.05,5183.0
2024-08-09 07:15:00-04:00,531.97,532.22,531.97,532.22,3876.0
2024-08-09 07:16:00-04:00,532.15,532.15,532.15,532.15,338.0
2024-08-09 07:17:00-04:00,532.17,532.39,532.17,532.39,3547.0
2024-08-09 07:18:00-04:00,532.29,532.34,532.22,532.22,3624.0
2024-08-09 07:19:00-04:00,532.13,532.13,532.13,532.13,508.0
2024-08-09 07:20:00-04:00,532.15,532.18,532.15,532.18,1212.0
2024-08-09 07:21:00-04:00,532.18,532.18,532.18,532.18,194.0
2024-08-09 07:22:00-04:00,532.12,532.17,532.12,532.15,603.0
2024-08-09 07:23:00-04:00,531.95,531.95,531.8,531.8,1445.0
2024-08-09 07:24:00-04:00,531.75,531.79,531.64,531.72,14433.0
2024-08-09 07:25:00-04:00,531.78,531.78,531.58,531.62,3220.0
2024-08-09 07:26:00-04:00,531.5,531.5,531.15,531.15,2757.0
2024-08-09 07:27:00-04:00,531.08,531.1,530.85,530.85,10501.0
2024-08-09 07:28:00-04:00,530.9,531.18,530.9,530.98,10443.0
2024-08-09 07:29:00-04:00,530.95,531.15,530.95,531.15,1092.0
2024-08-09 07:30:00-04:00,531.16,531.24,531.13,531.16,15382.0
2024-08-09 07:31:00-04:00,531.11,531.11,530.9,530.9,7489.0
2024-08-09 07:32:00-04:00,530.82,530.82,530.61,530.73,16089.0
2024-08-09 07:33:00-04:00,530.7,530.7,530.32,530.32,5318.0
2024-08-09 07:34:00-04:00,530.52,530.89,530.5,530.68,16827.0
2024-08-09 07:35:00-04:00,530.8,530.93,530.72,530.73,12723.0
2024-08-09 07:36:00-04:00,530.66,530.67,530.64,530.67,2454.0
2024-08-09 07:37:00-04:00,530.65,530.67,530.5,530.5,3200.0
2024-08-09 07:38:00-04:00,530.48,530.48,530.33,530.33,2467.0
2024-08-09 07:39:00-04:00,530.34,530.52,530.26,530.51,3038.0
2024-08-09 07:40:00-04:00,530.46,530.5,530.23,530.3,19728.0
2024-08-09 07:41:00-04:00,530.27,530.31,530.25,530.31,3703.0
