datetime,open,high,low,close,volume
2025-02-19 04:00:00-05:00,611.75,611.75,611.72,611.75,1478.0
2025-02-19 04:01:00-05:00,611.92,611.92,611.92,611.92,424.0
2025-02-19 04:02:00-05:00,611.84,611.84,611.84,611.84,755.0
2025-02-19 04:03:00-05:00,611.78,611.78,611.78,611.78,390.0
2025-02-19 04:09:00-05:00,611.77,611.77,611.77,611.77,374.0
2025-02-19 04:20:00-05:00,611.79,611.79,611.79,611.79,326.0
2025-02-19 04:21:00-05:00,611.81,611.84,611.81,611.84,477.0
2025-02-19 04:22:00-05:00,611.82,611.82,611.82,611.82,234.0
2025-02-19 04:25:00-05:00,611.85,611.85,611.84,611.84,2016.0
2025-02-19 04:27:00-05:00,611.96,611.96,611.96,611.96,705.0
2025-02-19 04:30:00-05:00,611.94,611.94,611.94,611.94,760.0
2025-02-19 04:33:00-05:00,611.89,611.89,611.86,611.86,353.0
2025-02-19 04:36:00-05:00,611.8,611.8,611.79,611.79,1558.0
2025-02-19 04:42:00-05:00,611.77,611.77,611.77,611.77,411.0
2025-02-19 04:49:00-05:00,611.68,611.68,611.68,611.68,155.0
2025-02-19 04:51:00-05:00,611.64,611.69,611.64,611.69,1310.0
2025-02-19 04:52:00-05:00,611.69,611.69,611.69,611.69,121.0
2025-02-19 04:54:00-05:00,611.53,611.53,611.53,611.53,325.0
2025-02-19 04:55:00-05:00,611.49,611.54,611.49,611.54,1384.0
2025-02-19 04:56:00-05:00,611.55,611.55,611.54,611.54,2758.0
2025-02-19 05:06:00-05:00,611.57,611.57,611.57,611.57,195.0
2025-02-19 05:07:00-05:00,611.56,611.56,611.56,611.56,374.0
2025-02-19 05:10:00-05:00,611.45,611.45,611.41,611.41,326.0
2025-02-19 05:13:00-05:00,611.4,611.4,611.4,611.4,1040.0
2025-02-19 05:22:00-05:00,611.24,611.24,611.24,611.24,434.0
2025-02-19 05:23:00-05:00,611.22,611.22,611.22,611.22,183.0
2025-02-19 05:28:00-05:00,611.16,611.16,611.1,611.1,332.0
2025-02-19 05:29:00-05:00,611.0,611.0,610.87,610.91,9600.0
2025-02-19 05:30:00-05:00,610.86,610.86,610.86,610.86,161.0
2025-02-19 05:32:00-05:00,610.91,610.91,610.91,610.91,381.0
2025-02-19 05:33:00-05:00,610.85,610.85,610.7,610.72,2302.0
2025-02-19 05:36:00-05:00,610.73,610.73,610.73,610.73,325.0
2025-02-19 05:38:00-05:00,610.7,610.7,610.68,610.68,394.0
2025-02-19 05:44:00-05:00,610.61,610.61,610.61,610.61,426.0
2025-02-19 05:47:00-05:00,610.7,610.7,610.7,610.7,251.0
2025-02-19 05:48:00-05:00,610.7,610.71,610.7,610.71,487.0
2025-02-19 05:49:00-05:00,610.8,610.8,610.72,610.72,857.0
2025-02-19 05:50:00-05:00,610.68,610.68,610.68,610.68,384.0
