datetime,open,high,low,close,volume
2024-11-12 04:00:00-05:00,598.57,598.71,598.55,598.55,1489.0
2024-11-12 04:02:00-05:00,598.48,598.48,598.48,598.48,256.0
2024-11-12 04:03:00-05:00,598.36,598.37,598.36,598.37,801.0
2024-11-12 04:04:00-05:00,598.4,598.43,598.35,598.43,1606.0
2024-11-12 04:05:00-05:00,598.45,598.45,598.38,598.38,1034.0
2024-11-12 04:06:00-05:00,598.27,598.27,598.26,598.26,1295.0
2024-11-12 04:07:00-05:00,598.28,598.28,598.23,598.23,738.0
2024-11-12 04:08:00-05:00,598.16,598.16,598.11,598.11,2804.0
2024-11-12 04:10:00-05:00,598.02,598.04,598.02,598.04,2921.0
2024-11-12 04:11:00-05:00,598.0,598.0,598.0,598.0,357.0
2024-11-12 04:12:00-05:00,598.07,598.07,598.07,598.07,2261.0
2024-11-12 04:13:00-05:00,598.08,598.08,598.07,598.07,1026.0
2024-11-12 04:14:00-05:00,598.13,598.14,598.13,598.13,1078.0
2024-11-12 04:15:00-05:00,598.1,598.1,598.1,598.1,549.0
2024-11-12 04:16:00-05:00,598.08,598.08,598.08,598.08,1283.0
2024-11-12 04:17:00-05:00,598.14,598.14,598.14,598.14,410.0
2024-11-12 04:19:00-05:00,598.13,598.18,598.13,598.18,3537.0
2024-11-12 04:20:00-05:00,598.26,598.26,598.26,598.26,231.0
2024-11-12 04:21:00-05:00,598.26,598.26,598.22,598.22,330.0
2024-11-12 04:22:00-05:00,598.2,598.2,598.2,598.2,331.0
2024-11-12 04:24:00-05:00,598.14,598.14,598.14,598.14,517.0
2024-11-12 04:25:00-05:00,598.16,598.16,598.16,598.16,722.0
2024-11-12 04:26:00-05:00,598.13,598.13,598.13,598.13,598.0
2024-11-12 04:27:00-05:00,598.16,598.16,598.05,598.06,987.0
2024-11-12 04:30:00-05:00,598.06,598.06,598.06,598.06,517.0
2024-11-12 04:33:00-05:00,598.3,598.3,598.3,598.3,228.0
2024-11-12 04:35:00-05:00,598.29,598.31,598.26,598.31,1419.0
2024-11-12 04:36:00-05:00,598.24,598.24,598.24,598.24,1214.0
2024-11-12 04:39:00-05:00,598.05,598.12,598.05,598.12,1048.0
2024-11-12 04:40:00-05:00,597.97,597.97,597.97,597.97,227.0
2024-11-12 04:41:00-05:00,598.0,598.0,598.0,598.0,1125.0
2024-11-12 04:42:00-05:00,597.97,597.97,597.97,597.97,645.0
2024-11-12 04:47:00-05:00,597.81,597.81,597.81,597.81,286.0
2024-11-12 04:48:00-05:00,597.9,597.9,597.89,597.89,1217.0
2024-11-12 04:49:00-05:00,597.85,597.85,597.75,597.76,1267.0
2024-11-12 04:50:00-05:00,597.72,597.72,597.64,597.64,1773.0
2024-11-12 04:51:00-05:00,597.73,597.73,597.73,597.73,306.0
