datetime,open,high,low,close,volume
2024-07-01 04:00:00-04:00,544.85,544.95,544.77,544.95,5879.0
2024-07-01 04:01:00-04:00,544.97,545.0,544.97,545.0,1267.0
2024-07-01 04:02:00-04:00,544.94,544.94,544.91,544.91,351.0
2024-07-01 04:03:00-04:00,544.97,544.97,544.97,544.97,209.0
2024-07-01 04:04:00-04:00,544.79,544.79,544.79,544.79,1343.0
2024-07-01 04:05:00-04:00,545.05,545.11,545.05,545.11,388.0
2024-07-01 04:07:00-04:00,545.26,545.26,545.15,545.15,930.0
2024-07-01 04:08:00-04:00,545.19,545.26,545.18,545.25,4376.0
2024-07-01 04:09:00-04:00,545.31,545.31,545.31,545.31,302.0
2024-07-01 04:12:00-04:00,545.05,545.05,545.05,545.05,241.0
2024-07-01 04:13:00-04:00,545.15,545.15,545.15,545.15,183.0
2024-07-01 04:14:00-04:00,545.12,545.12,545.12,545.12,226.0
2024-07-01 04:15:00-04:00,545.1,545.1,545.1,545.1,5006.0
2024-07-01 04:16:00-04:00,545.06,545.06,545.06,545.06,167.0
2024-07-01 04:18:00-04:00,545.1,545.11,545.1,545.11,354.0
2024-07-01 04:19:00-04:00,545.28,545.28,545.28,545.28,1263.0
2024-07-01 04:21:00-04:00,545.33,545.33,545.3,545.31,797.0
2024-07-01 04:22:00-04:00,545.3,545.3,545.29,545.29,869.0
2024-07-01 04:25:00-04:00,545.26,545.27,545.26,545.27,1025.0
2024-07-01 04:27:00-04:00,545.26,545.35,545.26,545.35,768.0
2024-07-01 04:32:00-04:00,545.48,545.48,545.32,545.32,1033.0
2024-07-01 04:35:00-04:00,545.2,545.2,545.16,545.16,910.0
2024-07-01 04:36:00-04:00,545.12,545.12,545.08,545.09,1105.0
2024-07-01 04:37:00-04:00,544.94,544.94,544.9,544.9,939.0
2024-07-01 04:38:00-04:00,544.77,544.77,544.77,544.77,354.0
2024-07-01 04:39:00-04:00,544.85,544.85,544.71,544.71,1895.0
2024-07-01 04:40:00-04:00,544.66,544.66,544.54,544.54,2513.0
2024-07-01 04:41:00-04:00,544.45,544.52,544.45,544.51,641.0
