datetime,open,high,low,close,volume
2025-02-20 04:00:00-05:00,611.45,611.49,611.45,611.49,930.0
2025-02-20 04:01:00-05:00,611.58,611.58,611.49,611.49,548.0
2025-02-20 04:02:00-05:00,611.47,611.47,611.47,611.47,646.0
2025-02-20 04:03:00-05:00,611.48,611.48,611.42,611.42,729.0
2025-02-20 04:04:00-05:00,611.59,611.59,611.59,611.59,255.0
2025-02-20 04:05:00-05:00,611.54,611.54,611.49,611.49,643.0
2025-02-20 04:07:00-05:00,611.59,611.59,611.59,611.59,256.0
2025-02-20 04:08:00-05:00,611.59,611.59,611.59,611.59,642.0
2025-02-20 04:12:00-05:00,611.64,611.65,611.64,611.65,1208.0
2025-02-20 04:14:00-05:00,611.6,611.6,611.6,611.6,188.0
2025-02-20 04:17:00-05:00,611.63,611.63,611.63,611.63,139.0
2025-02-20 04:20:00-05:00,611.73,611.73,611.73,611.73,366.0
2025-02-20 04:21:00-05:00,611.7,611.7,611.7,611.7,617.0
2025-02-20 04:22:00-05:00,611.7,611.7,611.7,611.7,979.0
2025-02-20 04:24:00-05:00,611.63,611.63,611.63,611.63,497.0
2025-02-20 04:25:00-05:00,611.64,611.64,611.64,611.64,156.0
2025-02-20 04:26:00-05:00,611.62,611.62,611.62,611.62,241.0
2025-02-20 04:30:00-05:00,611.76,611.76,611.76,611.76,2342.0
2025-02-20 04:54:00-05:00,611.74,611.74,611.74,611.74,119.0
2025-02-20 04:55:00-05:00,611.75,611.75,611.75,611.75,394.0
2025-02-20 04:56:00-05:00,611.9,611.9,611.9,611.9,476.0
2025-02-20 04:57:00-05:00,611.88,611.88,611.88,611.88,192.0
2025-02-20 04:58:00-05:00,611.92,611.92,611.92,611.92,508.0
2025-02-20 04:59:00-05:00,612.0,612.0,611.98,611.98,1227.0
2025-02-20 05:01:00-05:00,611.95,611.95,611.95,611.95,442.0
2025-02-20 05:02:00-05:00,612.0,612.07,612.0,612.07,753.0
2025-02-20 05:03:00-05:00,612.1,612.1,612.05,612.05,642.0
2025-02-20 05:06:00-05:00,612.05,612.08,612.05,612.08,822.0
2025-02-20 05:09:00-05:00,612.15,612.15,612.15,612.15,103.0
2025-02-20 05:11:00-05:00,612.02,612.02,612.02,612.02,421.0
2025-02-20 05:12:00-05:00,611.92,611.92,611.92,611.92,240.0
2025-02-20 05:24:00-05:00,612.04,612.04,612.04,612.04,134.0
2025-02-20 05:34:00-05:00,612.06,612.06,612.06,612.06,508.0
2025-02-20 05:45:00-05:00,612.09,612.09,612.09,612.09,249.0
2025-02-20 05:47:00-05:00,612.12,612.12,612.12,612.12,176.0
2025-02-20 05:51:00-05:00,612.1,612.1,612.1,612.1,836.0
2025-02-20 05:52:00-05:00,612.05,612.05,612.03,612.03,741.0
2025-02-20 05:57:00-05:00,611.88,611.88,611.88,611.88,208.0
2025-02-20 05:58:00-05:00,611.92,611.92,611.92,611.92,150.0
2025-02-20 05:59:00-05:00,611.89,611.89,611.89,611.89,223.0
2025-02-20 06:00:00-05:00,611.82,611.82,611.82,611.82,276.0
2025-02-20 06:06:00-05:00,611.88,611.88,611.88,611.88,408.0
2025-02-20 06:09:00-05:00,611.75,611.75,611.75,611.75,363.0
2025-02-20 06:10:00-05:00,611.78,611.78,611.78,611.78,128.0
2025-02-20 06:11:00-05:00,611.77,611.77,611.73,611.73,782.0
2025-02-20 06:15:00-05:00,611.72,611.72,611.72,611.72,314.0
2025-02-20 06:16:00-05:00,611.76,611.76,611.76,611.76,273.0
2025-02-20 06:22:00-05:00,611.76,611.76,611.76,611.76,352.0
2025-02-20 06:29:00-05:00,611.57,611.57,611.57,611.57,725.0
2025-02-20 06:33:00-05:00,611.52,611.52,611.52,611.52,1223.0
2025-02-20 06:34:00-05:00,611.38,611.38,611.33,611.33,547.0
2025-02-20 06:35:00-05:00,611.33,611.33,611.17,611.17,5260.0
2025-02-20 06:36:00-05:00,611.18,611.22,611.18,611.21,1827.0
2025-02-20 06:38:00-05:00,611.22,611.22,611.22,611.22,933.0
2025-02-20 06:39:00-05:00,611.21,611.27,611.21,611.27,6438.0
2025-02-20 06:41:00-05:00,611.23,611.23,611.2,611.23,3696.0
2025-02-20 06:43:00-05:00,611.36,611.36,611.36,611.36,117.0
2025-02-20 06:45:00-05:00,611.37,611.37,611.37,611.37,244.0
2025-02-20 06:51:00-05:00,611.47,611.47,611.47,611.47,284.0
2025-02-20 06:52:00-05:00,611.52,611.53,611.52,611.53,1643.0
2025-02-20 06:53:00-05:00,611.49,611.57,611.49,611.57,463.0
2025-02-20 06:55:00-05:00,611.65,611.65,611.65,611.65,139.0
2025-02-20 06:57:00-05:00,611.71,611.71,611.3,611.3,14436.0
2025-02-20 06:58:00-05:00,611.3,611.36,611.14,611.15,34165.0
2025-02-20 06:59:00-05:00,611.11,611.11,611.04,611.09,8182.0
2025-02-20 07:00:00-05:00,611.15,611.51,611.08,611.44,7131.0
2025-02-20 07:01:00-05:00,611.39,611.44,611.37,611.39,9816.0
2025-02-20 07:02:00-05:00,611.44,611.46,611.4,611.4,3434.0
2025-02-20 07:03:00-05:00,611.42,611.42,611.36,611.39,2418.0
2025-02-20 07:04:00-05:00,611.43,611.43,611.3,611.3,2298.0
2025-02-20 07:05:00-05:00,611.34,611.34,611.31,611.32,3126.0
2025-02-20 07:06:00-05:00,611.29,611.29,611.24,611.24,1412.0
2025-02-20 07:07:00-05:00,611.3,611.3,611.27,611.27,708.0
2025-02-20 07:08:00-05:00,611.23,611.27,611.22,611.27,3012.0
2025-02-20 07:09:00-05:00,611.2,611.2,611.16,611.16,1499.0
2025-02-20 07:10:00-05:00,611.06,611.06,611.03,611.06,1793.0
2025-02-20 07:11:00-05:00,611.01,611.01,610.95,610.95,2269.0
2025-02-20 07:12:00-05:00,610.92,611.1,610.89,611.1,21775.0
2025-02-20 07:13:00-05:00,611.06,611.06,611.06,611.06,391.0
2025-02-20 07:14:00-05:00,611.1,611.1,611.1,611.1,3359.0
2025-02-20 07:15:00-05:00,611.05,611.05,611.05,611.05,1611.0
2025-02-20 07:16:00-05:00,611.07,611.07,611.07,611.07,764.0
2025-02-20 07:17:00-05:00,611.14,611.14,611.14,611.14,429.0
2025-02-20 07:18:00-05:00,611.09,611.09,611.09,611.09,162.0
2025-02-20 07:19:00-05:00,611.06,611.06,611.06,611.06,407.0
2025-02-20 07:22:00-05:00,611.17,611.17,611.145,611.145,1833.0
2025-02-20 07:23:00-05:00,611.13,611.14,611.13,611.14,426.0
2025-02-20 07:24:00-05:00,611.14,611.15,611.14,611.15,2141.0
2025-02-20 07:25:00-05:00,611.09,611.09,611.09,611.09,258.0
2025-02-20 07:26:00-05:00,611.05,611.09,611.05,611.08,4367.0
2025-02-20 07:27:00-05:00,611.06,611.06,611.06,611.06,502.0
2025-02-20 07:28:00-05:00,611.06,611.06,611.06,611.06,1113.0
2025-02-20 07:30:00-05:00,611.15,611.15,611.15,611.15,766.0
2025-02-20 07:31:00-05:00,611.11,611.21,611.11,611.21,861.0
2025-02-20 07:32:00-05:00,611.2,611.2,611.2,611.2,596.0
2025-02-20 07:33:00-05:00,611.24,611.24,611.24,611.24,128.0
2025-02-20 07:34:00-05:00,611.37,611.44,611.37,611.39,5694.0
2025-02-20 07:35:00-05:00,611.4,611.42,611.4,611.4,2930.0
2025-02-20 07:36:00-05:00,611.46,611.46,611.4,611.42,5125.0
2025-02-20 07:37:00-05:00,611.42,611.43,611.42,611.43,2630.0
2025-02-20 07:39:00-05:00,611.46,611.46,611.41,611.41,6322.0
2025-02-20 07:40:00-05:00,611.5,611.5,611.5,611.5,565.0
2025-02-20 07:43:00-05:00,611.53,611.53,611.48,611.48,460.0
2025-02-20 07:44:00-05:00,611.52,611.52,611.5,611.5,832.0
2025-02-20 07:46:00-05:00,611.41,611.41,611.19,611.38,12058.0
2025-02-20 07:49:00-05:00,611.4,611.4,611.4,611.4,393.0
2025-02-20 07:50:00-05:00,611.42,611.42,611.4,611.4,972.0
2025-02-20 07:51:00-05:00,611.4,611.4,611.4,611.4,268.0
2025-02-20 07:52:00-05:00,611.31,611.31,611.31,611.31,159.0
2025-02-20 07:53:00-05:00,611.29,611.29,611.28,611.28,672.0
2025-02-20 07:55:00-05:00,611.36,611.36,611.33,611.33,2183.0
2025-02-20 07:58:00-05:00,611.48,611.48,611.45,611.45,1210.0
